,REGISTRY_COD,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,COMPLIANCE_CODE,COMPLIANCE_STATUS_LATEST_YEAR,TOTAL_VERIFIED_EMISSIONS,TOTAL_SURRENDERED_ALLOWANCES,YEAR_OF_FIRST_EMISSIONS,YEAR_OF_LAST_EMISSIONS,ACCOUNT_CLOSURE,url_id,lat,lon
5976,FR,CHAUX ET DOLOMIES DU BOULONNAIS,946,7000874,29,A,2018,3656391,3656391,2005,NOT SET,OPEN,95097,50.8,1.7667
5977,FR,CHEMINEES PHILIPPE,206361,7000873,24,A,2018,27352,27352,2013,NOT SET,OPEN,111840,50.4198,2.7807
5985,FR,CIMENT CALCIA Usine de Villiers-au-Bouin,1061,10000648,29,A,2018,1367848,1367848,2005,NOT SET,OPEN,95451,47.5729107,0.3185525
5986,FR,CIMENTERIE VICAT - Grave de Peille,595,6400280,29,A,2018,2462967,2462967,2005,NOT SET,OPEN,95315,43.793623,7.3744038
5987,FR,CIMENTS CALCIA - Usine d'Airvault,1030,7201542,29,A,2018,3214725,3214725,2005,NOT SET,OPEN,95608,46.7833,-0.15
5988,FR,CIMENTS CALCIA - Usine de Beaucaire,793,6600453,29,A,2018,2866105,2866105,2005,NOT SET,OPEN,95412,43.8281,4.5633
5989,FR,CIMENTS CALCIA - Usine de Beffes,1091,10003878,29,A,2018,1971045,1971045,2005,NOT SET,OPEN,95265,47.0831668,3.0022846
5990,FR,CIMENTS CALCIA - Usine de Bussac-Forêt,1038,7203926,29,A,2018,2649411,2649411,2005,NOT SET,OPEN,95579,45.1667,-0.3
5991,FR,CIMENTS CALCIA - Usine de Couvrot,218,5701701,29,A,2018,4241531,4241531,2005,NOT SET,OPEN,95603,48.7458,4.6783
5992,FR,CIMENTS CALCIA - Usine de Cruas,357,6102348,29,A,2018,667936,667936,2005,NOT SET,OPEN,94941,44.6554,4.7614
5993,FR,CIMENTS CALCIA - Usine de Gargenville,689,6503289,29,A,2018,1508911,1508911,2005,NOT SET,OPEN,94713,48.988,1.8118
5994,FR,CIMENTS CALCIA - Usine de Ranville,118,5300463,29,A,2018,1714671,1714671,2005,NOT SET,OPEN,95658,49.2307,-0.2556
6005,FR,COGESTAR 2 - Usine Continental,524,6206515,1,A,2018,171994,171994,2005,NOT SET,OPEN,95517,49.1094836,7.0708865
6010,FR,COGESTAR Papeterie Arjo Wiggins,1122,6204691,1,A,2018,109722,109722,2005,NOT SET,OPEN,95168,48.1151696,6.5400579
6018,FR,COMILOG DUNKERQUE,205428,7000508,25,A,2018,565952,565952,2013,NOT SET,OPEN,110670,50.9865,2.1281
6019,FR,CONDAT,69,5200086,36,A,2018,426672,426672,2005,NOT SET,OPEN,95407,45.1273859,1.2259151
6022,FR,CONSTELLIUM ISSOIRE,203712,5600372,28,A,2018,300443,300443,2013,NOT SET,OPEN,109010,45.5110402,3.2918828
6023,FR,CONSTELLIUM NEUF-BRISACH,203713,6700469,28,A,2018,682721,682721,2013,NOT SET,OPEN,109011,48.003,7.5127
6028,FR,CORENSO FRANCE,106,5200110,35,A,2018,108834,108834,2005,NOT SET,OPEN,94900,45.0167,0.0
6029,FR,CORNING SAS,657,6500055,31,A,2018,26594,26594,2005,NOT SET,OPEN,95031,48.2264309,2.7080702
6037,FR,CRISTAL FRANCE SAS,206703,6700653,28,A,2018,151102,151102,2013,NOT SET,OPEN,112271,47.8060926,7.1130198
6055,FR,Cartonneries de Gondardennes SA,904,7000492,35,A,2018,381967,381967,2005,NOT SET,OPEN,94460,50.7077787,2.353141
6060,FR,Centrale Thermique de l'Illberg,833,6700619,1,A,2018,109068,109068,2005,NOT SET,OPEN,95280,47.7231436,7.3034491
6066,FR,Centre Hospitalier Mulhouse (chaufferie),853,6702264,1,C,2013,NOT CALCULATED,0,2005,2013,13-NOV-2014,95219,47.71889,7.30083
6111,FR,Cogénération Réseau d'Arras,993,7001494,1,A,2018,107368,107368,2005,NOT SET,OPEN,94927,50.2968509,2.7625516
6123,FR,DA ALIZAY SAS,287,5800540,35,A,2018,8195,8195,2005,NOT SET,OPEN,95241,49.3216,1.1785
6130,FR,DALKIA - CHAUFFERIE LES MARTINETS,65,5104966,1,A,2014,8563,8563,2005,2014,02-FEB-2015,94524,49.2623685,2.4382169
6135,FR,DALKIA - FRANCHE COMTE ENERGIES,328,5902116,1,A,2014,51645,51645,2005,2014,15-JAN-2015,95124,47.2488,6.0182
6159,FR,DAUDRY VAN CAUWENBERGHE,931,7000742,1,A,2018,86205,86205,2005,NOT SET,OPEN,94391,51.033,2.377
6169,FR,DRT Vielle St Girons,93,5202016,42,A,2018,119907,119907,2005,NOT SET,OPEN,95588,43.9441586,-1.2993722
6170,FR,DS SMITH PACKAGING CONTOIRE-HAMEL,51,5102078,35,A,2018,162107,162107,2005,NOT SET,OPEN,95140,49.6333,2.6333
6171,FR,DS SMITH PAPER KAYSERSBERG,829,6700567,36,A,2018,316791,316791,2005,NOT SET,OPEN,95290,48.1469482,7.2525607
6173,FR,Dalkia Ahlstrom Packaging Cogestar,109,5205229,1,A,2018,262460,262460,2005,NOT SET,OPEN,94785,44.8667,0.7833
6176,FR,Dépôt Pétrolier de la Côte d'Opale (Flandres),948,7000918,21,A,2014,7321,7321,2005,2014,05-JUN-2015,95092,50.971,2.2362
6179,FR,ECL DUIN,391,6103219,29,A,2018,354437,354437,2005,NOT SET,OPEN,94826,45.6796,5.2198
6222,FR,EGGER PANNEAUX ET DECORS USINE DE RION,90,5201807,1,A,2018,25413,25413,2005,NOT SET,OPEN,94898,43.9127957,-0.9111993
6227,FR,EJ PICARDIE,205960,5101524,25,A,2018,218783,218784,2013,NOT SET,OPEN,111297,49.23333,2.13333
6230,FR,EMIN LEYDIER NOGENT,250,5702721,35,A,2018,352658,352658,2005,NOT SET,OPEN,95454,48.4746,3.4398
6266,FR,EQIOM Usine d'Heming,486,6201370,30,A,2018,3014272,3014272,2005,NOT SET,OPEN,94396,48.6357,6.9112
6267,FR,EQIOM Usine de Dannes,895,7000190,30,C,2015,NOT CALCULATED,101350,2005,2013,18-APR-2017,94482,50.5824222,1.6136272
6268,FR,EQIOM Usine de Lumbres,937,7000785,30,A,2018,3348773,3348773,2005,NOT SET,OPEN,94372,50.7004606,2.1151767
6269,FR,EQIOM Usine de Rochefort,321,5900978,30,A,2018,1661566,1661566,2005,NOT SET,OPEN,95144,47.1244,5.56219
6272,FR,ESEO BARRE THOMAS - CF GOMMA,191,5503986,1,A,2014,0,0,2005,2014,15-JAN-2015,95653,48.1050696,-1.7465113
6273,FR,ESSITY OPERATIONS FRANCE - Site de Gien,1071,10001145,35,A,2018,473516,473516,2005,NOT SET,OPEN,95366,47.6907226,2.7032148
6274,FR,ESSITY OPERATIONS FRANCE - Site de Hondouville,290,5800587,35,A,2018,247058,247058,2005,NOT SET,OPEN,95234,49.1403425,1.120013
6275,FR,ESSITY OPERATIONS FRANCE - Site de Kunheim,836,6700642,35,A,2018,130995,131000,2005,NOT SET,OPEN,95269,48.0687573,7.5582055
6276,FR,ESSITY OPERATIONS LE THEIL,128,5302589,35,A,2018,108340,108340,2005,NOT SET,OPEN,95260,48.2667,0.7
6277,FR,ESSO RAFFINAGE SAF,259,5800349,21,A,2018,11670043,11670043,2005,NOT SET,OPEN,95387,49.4814168,0.5706079
6278,FR,ESSO RAFFINAGE SAF,627,6401029,21,A,2018,4317471,4317473,2005,NOT SET,OPEN,95099,43.466061,4.94594
6289,FR,EUROFLOAT,390,6103189,31,A,2018,592787,592787,2005,NOT SET,OPEN,94827,45.3363743,4.796805
6290,FR,EUROGLAS,828,6700541,35,A,2018,628826,628826,2005,NOT SET,OPEN,95292,47.7588408,7.5048129
6291,FR,EUROPAC PAPETERIE DE ROUEN,297,5801044,36,A,2018,849,849,2005,NOT SET,OPEN,95206,46.0,2.0
6292,FR,EUROPAFI,215,5600465,35,A,2018,28490,28490,2005,NOT SET,OPEN,95611,45.6620927,3.204495
6298,FR,Elkem Silicones Site de St Fons,204907,6103727,42,A,2018,76122,76124,2013,NOT SET,OPEN,110287,46.02639,4.55639
6299,FR,Elkem Silicones- Site de Roussillon,204921,6105222,42,A,2018,59360,59361,2013,NOT SET,OPEN,110289,45.3719,4.8511
6308,FR,Etablissement de La Chapelle,1081,10001744,31,A,2018,165136,165136,2005,NOT SET,OPEN,95305,47.8958664,1.8255187
6315,FR,FERROGLOBE MANGANESE FRANCE,204214,7000720,25,A,2018,1343586,1343586,2013,NOT SET,OPEN,109665,51.033843,2.271116
6316,FR,FERROPEM Usine d'Anglefort,205222,6101980,28,A,2018,950978,950978,2013,NOT SET,OPEN,110571,45.8539,5.7561
6317,FR,FERROPEM Usine de Châteaufeuillet,205225,6104438,28,A,2018,1190752,1190752,2013,NOT SET,OPEN,110575,45.5031,6.5081
6318,FR,FERROPEM Usine de Laudun,205226,6600563,28,A,2018,1182010,1182010,2013,NOT SET,OPEN,110576,44.063,4.6424
6319,FR,FERROPEM Usine de Montricher,205224,6104426,28,A,2018,780667,780667,2013,NOT SET,OPEN,110574,45.2333,6.4
6320,FR,FERROPEM Usine des Clavaux,205223,6102997,28,A,2018,925602,925602,2013,NOT SET,OPEN,110573,45.0624,5.7588
6321,FR,FIBRE EXCELLENCE SAINT-GAUDENS,878,6802548,35,A,2018,194284,194284,2005,NOT SET,OPEN,94555,46.0,2.0
6322,FR,FIBRE EXCELLENCE TARASCON SAS,610,6400874,35,A,2018,368173,368173,2005,NOT SET,OPEN,95134,43.8623,4.6939
6325,FR,FORESA FRANCE SAS,206099,5200249,42,A,2018,24894,24894,2013,NOT SET,OPEN,111479,44.9271278,-0.517647
6327,FR,FRAMATOME - Le Creusot,206374,25200001,25,A,2018,75636,75636,2013,NOT SET,OPEN,111854,46.8053138,4.4323141
6330,FR,GASCOGNE PAPIER,88,5201691,35,A,2018,248811,248811,2005,NOT SET,OPEN,94956,44.209092,-1.2546212
6332,FR,GEMDOUBS SAS,316,5902723,35,A,2018,151606,159360,2005,NOT SET,OPEN,95157,47.2821695,6.1301147
6334,FR,GENSEL,469,6200673,1,A,2014,0,0,2005,2014,15-JAN-2015,94475,48.6095,6.4113
6336,FR,GEOGAZ LAVERA,615,6400948,21,A,2018,3299,3299,2005,NOT SET,OPEN,95126,43.4074,5.0553
6342,FR,GREENFIELD SAS,4,5100143,35,A,2018,142803,142806,2005,NOT SET,OPEN,94736,49.002,3.3679
6356,FR,HOLCIM Usine d'Altkirch,847,6700701,30,A,2018,1490979,1490979,2005,NOT SET,OPEN,95231,47.6290145,7.2377414
6357,FR,HOLOPHANE SA,292,5800595,31,A,2018,138886,138886,2005,NOT SET,OPEN,95226,49.2428168,1.4004807
6359,FR,HOPITAL DE LA TIMONE CHAUFFERIE,606,6400723,1,A,2018,52855,52855,2005,NOT SET,OPEN,95147,46.0,2.0
6364,FR,Hulluch,1009,7002576,32,A,2018,0,0,2005,NOT SET,OPEN,94885,50.4955724,2.7931721
6366,FR,ICT FRANCE,203580,10010029,35,A,2018,127887,127887,2011,NOT SET,OPEN,108867,47.9935052,2.679156
6370,FR,IMERYS TC Blajan,882,6802812,32,C,2015,NOT CALCULATED,2624,2005,2013,13-APR-2017,94538,43.2647419,0.6605496
6371,FR,IMERYS TC Commenailles,319,5900787,32,A,2018,48441,48441,2005,NOT SET,OPEN,95152,46.800771,5.4566117
6372,FR,IMERYS TC Damiatte,857,6803629,32,A,2018,17583,17583,2005,NOT SET,OPEN,94622,43.6487,1.9333
6373,FR,IMERYS TC Léguevin,889,6803836,32,A,2018,75022,75022,2005,NOT SET,OPEN,94515,43.6003,1.2324
6374,FR,"IMERYS TC Pargny Sur Saulx ""Le Cul de Fer""",220,5700795,32,A,2018,104316,104316,2005,NOT SET,OPEN,95598,48.7548902,4.8424216
6375,FR,IMERYS TC Phalempin,983,7001209,32,A,2018,33734,33734,2005,NOT SET,OPEN,94951,50.5042874,3.0238267
6376,FR,IMERYS TC Quincieux,416,6103699,32,A,2018,81379,81379,2005,NOT SET,OPEN,94759,45.9104,4.7782
6377,FR,IMERYS TC Racquinghem (Wardrecques),1012,7002969,32,A,2018,67492,67492,2005,NOT SET,OPEN,94877,50.7086869,2.3655688
6378,FR,IMERYS TC Saint Geours d'Auribat,91,5201831,32,A,2018,129994,129996,2005,NOT SET,OPEN,94873,43.7795,-0.8375
6379,FR,IMERYS TC Sainte Foy l'Argentière,419,6103735,32,A,2018,184930,184933,2005,NOT SET,OPEN,94750,45.7096412,4.4728751
6382,FR,INDUSTEEL FRANCE - CHATEAUNEUF,399,6103381,24,A,2018,233021,233021,2005,NOT SET,OPEN,94803,45.5598,4.6657
6383,FR,INDUSTEEL FRANCE - CREUSOT,139,5401151,24,A,2018,366667,366667,2005,NOT SET,OPEN,94838,46.8060288,4.4296164
6386,FR,INTERNATIONAL COOKWARE,1058,10000577,31,A,2018,83732,83732,2005,NOT SET,OPEN,95465,46.7994414,1.7317042
6387,FR,INTERNATIONAL PAPER SA,338,6000385,35,A,2018,349508,349508,2005,NOT SET,OPEN,95076,46.16806,1.20833
6388,FR,INV-Ta-EDS1,205748,05902685A,42,A,2018,66675,66675,2013,NOT SET,OPEN,110982,47.0486677,5.4138078
6389,FR,INV-Ta-POC,205752,05902685C,42,A,2018,6806,6806,2013,NOT SET,OPEN,110986,47.0565495,5.4138134
6390,FR,INV-Ta-PVC,205746,05902685B,42,A,2018,329487,329487,2013,NOT SET,OPEN,110979,47.0486677,5.4138078
6392,FR,ITON SEINE,684,6503170,25,A,2018,250774,250774,2005,NOT SET,OPEN,94975,49.0193,1.6078
6393,FR,Imerys TC Saint Germer de Fly,37,5103204,32,A,2018,196082,196082,2005,NOT SET,OPEN,94464,49.4457352,1.8112156
6400,FR,KEM ONE - Usine de Saint-Auban,608,6400825,42,A,2018,78063,78063,2005,NOT SET,OPEN,95143,44.0648,5.9745
6403,FR,KEM ONE VINYLFOS,206055,6400982,42,A,2016,308643,308643,2013,2016,10-MAY-2017,111442,43.43774,4.94457
6404,FR,KEM ONE- Usine de LAVERA,204944,6400942,42,A,2018,361300,361300,2013,NOT SET,OPEN,110307,43.4074,5.0553
6405,FR,KEM ONE- Usine de Saint-FONS,204945,6103724,42,A,2018,441,441,2013,NOT SET,OPEN,110308,46.0,2.0
6406,FR,KERAGLASS,655,6500049,31,A,2018,146933,146934,2005,NOT SET,OPEN,95034,48.2264309,2.7080702
6407,FR,KERNEOS ALUMINATE TECHNOLOGIES,205766,6102436,30,A,2018,50614,50614,2013,NOT SET,OPEN,111018,44.6538,4.6386
6408,FR,KERNEOS DUNKERQUE,205768,7000962,29,A,2018,928589,928589,2013,NOT SET,OPEN,111020,51.0235948,2.2064282
6409,FR,KERNEOS FOS,205767,6401040,29,A,2018,949381,949381,2013,NOT SET,OPEN,111019,43.4377,4.9446
6412,FR,KIMBERLY CLARK Sotteville-Lès-Rouen,289,5800585,36,A,2018,71943,71945,2005,NOT SET,OPEN,95237,49.50528,0.23306
6413,FR,KIMBERLY CLARK Toul,470,6200720,36,A,2018,244405,244406,2005,NOT SET,OPEN,94470,49.49444,5.64583
6414,FR,KNAUF INSULATION,1163,6806581,31,A,2018,187250,187250,2010,NOT SET,OPEN,94730,43.0974721,0.3859167
6421,FR,LA PERELLE,205775,6103134,29,A,2018,136908,136908,2013,NOT SET,OPEN,111033,45.4381,5.7736
6422,FR,LA ROCHERE,324,5901226,7,A,2018,24761,24761,2005,NOT SET,OPEN,95139,47.9880996,6.0581633
6423,FR,LA ROCHETTE VENIZEL - SAICA PAPER FRANCE,22,5100757,35,A,2018,378630,378631,2005,NOT SET,OPEN,95163,49.3659357,3.4126687
6428,FR,LAMINES MARCHANDS EUROPEENS,942,7000851,24,A,2018,454050,454050,2005,NOT SET,OPEN,94354,50.3292312,3.4879468
6429,FR,LANA PAPIERS SPECIAUX II,838,6700648,35,A,2018,29433,29433,2005,NOT SET,OPEN,95262,48.6242957,7.8019515
6438,FR,LFO NEAU,564,6301343,30,A,2018,1407694,1407694,2005,NOT SET,OPEN,95427,46.0,2.0
6439,FR,LFO SAINT GAULTIER,1057,10000504,30,A,2018,739689,739689,2005,NOT SET,OPEN,95468,46.64502419999999,1.4329861
6440,FR,LFO SAUVETERRE,98,5202289,30,A,2018,336993,336993,2005,NOT SET,OPEN,95289,44.4858,0.9149
6441,FR,LFO TERRASSON,71,5200214,29,A,2018,256609,256609,2005,NOT SET,OPEN,95333,45.0864,1.2675
6446,FR,LINDE FRANCE CHALAMPE,205423,6702200,42,A,2018,830497,830497,2013,NOT SET,OPEN,110666,47.7306,7.5211
6451,FR,LUCART,504,6202307,35,A,2018,125925,125925,2005,NOT SET,OPEN,94327,48.193349,6.7063398
6459,FR,Lafarge Ciments - Usine de La Couronne,1029,7201529,29,A,2016,1734948,1734948,2005,2016,29-MAY-2017,95610,45.608673,0.1013099
6460,FR,Lafarge Ciments - Usine du Havre,279,5800433,29,A,2016,1850440,1850440,2005,2016,29-MAY-2017,95275,49.685,1.5625
6461,FR,Lafarge Holcim Ciments - Usine de Contes,593,6400259,29,A,2018,1112527,1112527,2005,NOT SET,OPEN,95321,43.81278,7.31444
6462,FR,Lafarge Holcim Ciments - Usine de Cruas,358,6102350,29,A,2018,275455,275455,2005,NOT SET,OPEN,94938,44.6571316,4.7625644
6463,FR,Lafarge Holcim Ciments - Usine de La Malle,639,6401567,29,A,2018,1812109,1812109,2005,NOT SET,OPEN,95068,43.3989529,5.3663965
6464,FR,Lafarge Holcim Ciments - Usine de Martres Tolosane,880,6802598,29,A,2018,2242923,2242923,2005,NOT SET,OPEN,94545,43.1822444,0.972448
6465,FR,Lafarge Holcim Ciments - Usine de Port La Nouvelle,789,6600262,29,A,2018,2559106,2559106,2005,NOT SET,OPEN,95426,43.0230973,3.0285626
6466,FR,Lafarge Holcim Ciments - Usine de Val d'Azergues,410,6103586,29,A,2018,1548007,1548007,2005,NOT SET,OPEN,94773,45.8563065,4.683398
6467,FR,Lafarge Holcim Ciments - Usine du Teil,360,6102435,29,A,2018,2943676,2943676,2005,NOT SET,OPEN,94932,44.5493789,4.6829629
6468,FR,Lafarge Holcim Ciments- Usine de St Pierre La Cour,534,6300908,29,A,2018,5166614,5166614,2005,NOT SET,OPEN,95495,48.1207,-0.9169
6474,FR,MAGNESITA REFRACTORIES,945,7000861,32,A,2014,30123,30123,2005,2014,03-AUG-2015,95101,50.3482361,3.5092725
6480,FR,MANUFACTORY EVER GRES,207494,5701542,32,A,2018,56138,56138,2013,NOT SET,OPEN,113189,48.9976,3.9676
6484,FR,MARVELL GLASS,145,5401224,31,B,2017,46025,42769,2005,2017,OPEN,94639,46.8077013,4.8572666
6489,FR,MG VALDUNES,210517,7000637,25,B,2018,8322,0,2018,NOT SET,OPEN,116373,51.0346,2.4645
6492,FR,MP HYGIENE,209262,6110073,35,A,2018,53351,53351,2013,NOT SET,OPEN,115168,45.2265,4.655
6495,FR,Manufacture de Baccarat,449,6200031,31,A,2018,76673,76674,2005,NOT SET,OPEN,94611,48.4493373,6.7409727
6509,FR,NLMK Strasbourg,205702,6700361,25,A,2018,144372,144372,2013,NOT SET,OPEN,110947,48.5762755,7.7961678
6510,FR,NORD ESTER,1168,28300059,1,A,2018,395,395,2010,NOT SET,OPEN,94559,51.033,2.377
6511,FR,NORPAPER AVOT VALLEE,902,7000489,35,A,2018,46339,46342,2005,NOT SET,OPEN,94462,50.7505452,2.262037
6512,FR,NORPAPER NANTES,561,6301299,35,A,2018,86821,86821,2005,NOT SET,OPEN,95433,47.3445,-1.5283
6513,FR,NORSKE SKOG GOLBEY,503,6202274,35,A,2018,195895,195896,2005,NOT SET,OPEN,94332,48.2071436,6.4189526
6516,FR,NOVAPEX,205940,10400104,42,A,2018,26004,26004,2013,NOT SET,OPEN,111260,45.3602492,4.7953982
6517,FR,NOVOCERAM,205436,10300065,32,A,2018,99077,99077,2013,NOT SET,OPEN,110674,45.2109748,4.8133991
6525,FR,Nipro PharmaPackaging France,303,5801578,31,A,2018,74182,74182,2005,NOT SET,OPEN,95192,49.7213,1.6282
6527,FR,O-I MANUFACTRURING FRANCE LABEGUDE,359,6102364,31,A,2018,201512,201512,2005,NOT SET,OPEN,94935,44.6438677,4.3702467
6528,FR,O-I MANUFACTURING FRANCE - WINGLES,990,7001335,31,A,2018,216654,216654,2005,NOT SET,OPEN,94937,50.4949357,2.8707826
6529,FR,O-I MANUFACTURING FRANCE BEZIERS,801,6600893,31,A,2018,231483,231483,2005,NOT SET,OPEN,95380,43.3039898,3.2256375
6530,FR,O-I MANUFACTURING FRANCE GIRONCOURT,502,6202256,31,A,2018,370803,370803,2005,NOT SET,OPEN,94334,48.3102806,5.9290093
6531,FR,O-I MANUFACTURING FRANCE PUY-GUILLAUME,213,16300107,31,A,2018,490939,490939,2005,NOT SET,OPEN,95616,45.9524633,3.48026
6532,FR,O-I MANUFACTURING FRANCE REIMS,226,5701475,31,A,2018,474462,474462,2005,NOT SET,OPEN,95583,49.2329327,4.0485773
6533,FR,O-I MANUFACTURING FRANCE VAYRES,84,5201375,31,A,2018,477933,477933,2005,NOT SET,OPEN,94351,44.9,-0.3167
6534,FR,O-I MANUFACTURING FRANCE VEAUCHE,407,6103523,31,A,2018,463251,463251,2005,NOT SET,OPEN,94779,45.5629,4.2903
6535,FR,OCV CHAMBERY FRANCE usine C - Bissy,434,6104364,31,A,2018,250047,250047,2005,NOT SET,OPEN,94697,45.582836,5.9055737
6536,FR,OI Manufacturing France VERGEZE,800,6600812,31,A,2018,214331,214331,2005,NOT SET,OPEN,95382,43.744,4.2211
6540,FR,ONDULINE FRANCE,302,5801521,35,A,2016,13205,13206,2005,2016,OPEN,95195,49.4349,0.9263
6546,FR,OXOCHIMIE,205923,6400956,42,A,2018,160203,160203,2013,NOT SET,OPEN,111232,43.4074,5.0553
6548,FR,Owens Corning Fiberglas France SAS,796,6600562,31,A,2018,215727,215727,2005,NOT SET,OPEN,95396,44.063,4.6424
6550,FR,PAPECO,123,5301826,35,A,2018,20934,20934,2005,NOT SET,OPEN,95551,49.0196723,-1.5026838
6551,FR,PAPETERIE DE BEGLES,77,5200391,35,A,2018,186018,186018,2005,NOT SET,OPEN,94550,44.8176203,-0.5375115
6552,FR,PAPETERIE DE MANDEURE,314,5900400,36,A,2018,54750,54750,2005,NOT SET,OPEN,95166,47.4535051,6.8090075
6553,FR,PAPETERIE DES CHATELLES,508,6202418,35,B,2015,22830,9972,2005,2015,10-APR-2017,94319,48.4819,7.0129
6554,FR,PAPETERIE EVERBAL,10,5100293,36,A,2018,11359,11359,2005,NOT SET,OPEN,95648,49.4144,4.0293
6555,FR,PAPETERIE RAON,507,6202417,35,A,2018,69489,69489,2005,NOT SET,OPEN,94321,48.4079904,6.8369215
6556,FR,PAPETERIE ROSSMANN,812,6700403,35,A,2018,76825,76825,2005,NOT SET,OPEN,95346,48.2610199,7.2240557
6557,FR,PAPETERIE ST MICHEL - GROUPE THIOLLET,1033,7201656,9,A,2018,151546,151546,2005,NOT SET,OPEN,95599,45.65,0.1
6558,FR,PAPETERIE ZUBER RIEDER,312,5900162,35,A,2018,33648,33648,2005,NOT SET,OPEN,95171,47.1594748,5.8879656
6560,FR,PAPETERIES DE GROMELLE,599,6400488,35,A,2014,818,818,2005,2014,14-APR-2015,95294,43.9531771,4.9352951
6561,FR,PAPETERIES DE SAINT GIRONS,860,6802185,36,A,2018,94122,94122,2005,NOT SET,OPEN,94609,42.9678109,1.1635881
6562,FR,PAPETERIES DES VOSGES,523,6206235,35,A,2018,21665,21665,2005,NOT SET,OPEN,95519,48.193349,6.7063398
6563,FR,PAPETERIES DU LEMAN,443,6104664,35,A,2018,6032,6032,2005,NOT SET,OPEN,94635,46.3893702,6.5242562
6564,FR,PAPETERIES DU RHIN,820,6700472,35,A,2018,50241,50241,2005,NOT SET,OPEN,95320,47.7809,7.3466
6565,FR,PAPETERIES PALM SAS,1062,10000663,35,A,2018,283368,283728,2005,NOT SET,OPEN,95437,46.9778049,0.6882433
6566,FR,PAREFEUILLE PROVENCE,205584,6600541,32,A,2018,95560,95560,2013,NOT SET,OPEN,110814,43.9234942,4.6071426
6571,FR,PDM industries,177,5501218,35,A,2018,42008,42008,2005,NOT SET,OPEN,94397,46.0,2.0
6575,FR,PEUGEOT CITROEN MECANIQUE DE L'EST- SEPT FONS,206041,5600041,24,A,2018,256429,256429,2013,NOT SET,OPEN,111415,43.1196,-71.111
6580,FR,PLACOPLATRE COGNAC,206026,7201450,34,A,2018,150338,150338,2013,NOT SET,OPEN,111390,45.7434,-0.351
6581,FR,PLACOPLATRE Chambéry,206024,6104367,34,A,2018,201036,201036,2013,NOT SET,OPEN,111387,45.5828774,5.886646
6582,FR,PLACOPLATRE Cormeilles,206025,6505584,34,A,2018,116757,116757,2013,NOT SET,OPEN,111389,48.9683553,2.2040777
6583,FR,PLACOPLATRE Vaujours,206028,7402241,34,A,2018,520384,520384,2013,NOT SET,OPEN,111392,48.9302,2.5711
6585,FR,POLYCHIM INDUSTRIE,206360,7000766,42,A,2018,11411,11414,2013,NOT SET,OPEN,111838,50.971,2.2362
6587,FR,POLYREY USINE DE COUZE,66,5200010,1,C,2018,NOT CALCULATED,0,2005,NOT SET,16-AUG-2006,94495,44.8667,0.7833
6593,FR,Papeteries de Clairefontaine,501,6202229,36,A,2018,466266,466266,2005,NOT SET,OPEN,94335,48.3650448,6.8742769
6594,FR,Papeteries et Cartonneries Lacaux Frères,335,6000346,35,A,2018,66524,66524,2005,NOT SET,OPEN,95096,46.0,2.0
6597,FR,Pigeon Chaux - Usine de Vaiges,583,6303984,29,A,2018,190258,190258,2005,NOT SET,OPEN,95357,48.0402,-0.4751
6598,FR,"Pochet du Courval, Usine de Guimerville",277,5800416,31,A,2018,355897,355897,2005,NOT SET,OPEN,95279,49.8679,1.5675
6603,FR,Poterie des Trois Ilets,1118,22200062,32,A,2018,8578,8578,2005,NOT SET,OPEN,95180,14.5345136,-61.01216220000001
6611,FR,RAYONIER A.M TARTAS SAS,92,5202000,35,A,2018,87053,87053,2005,NOT SET,OPEN,95623,43.8323561,-0.8275033
6612,FR,RDM BLENDECQUES,903,7000490,35,A,2018,237292,237292,2005,NOT SET,OPEN,94461,50.7105781,2.2624394
6613,FR,RDM La Rochette SAS,438,6104447,35,A,2018,65327,65327,2005,NOT SET,OPEN,94672,45.4526994,6.1186852
6614,FR,RECYTECH SA,205796,7000750,28,A,2018,376478,376478,2013,NOT SET,OPEN,111066,50.4284,2.9132
6616,FR,RENAULT CLEON,274,5800410,1,A,2018,103135,103135,2005,NOT SET,OPEN,95285,49.3124,1.0295
6628,FR,Raffinerie de Donges,559,6301207,21,A,2018,7021000,7021000,2005,NOT SET,OPEN,95440,47.3182,-2.0754
6629,FR,Raffinerie de Feyzin,427,6103973,21,A,2018,6618393,6618393,2005,NOT SET,OPEN,94734,46.0,2.0
6630,FR,Raffinerie de Grandpuits,664,6501169,21,A,2018,4252133,4252133,2005,NOT SET,OPEN,95018,48.6066366,2.8904431
6631,FR,Raffinerie de Lavera,614,6402211,21,A,2018,7682365,7682365,2005,NOT SET,OPEN,95127,43.4074,5.0553
6632,FR,Raffinerie de Normandie,253,5800297,21,A,2018,16651810,16651810,2005,NOT SET,OPEN,95439,49.4878564,0.1961219
6633,FR,Raffinerie de Provence,629,6401056,21,A,2018,4526927,4526927,2005,NOT SET,OPEN,95091,43.3980572,5.1124433
6635,FR,Rhodia Acetow France- Roussillon,204782,6108774,38,A,2018,457576,457576,2013,NOT SET,OPEN,110214,45.36194,4.86361
6639,FR,Rockwool France SAS Site de Saint Eloy les Mines,205787,5600419,33,A,2018,635697,635697,2013,NOT SET,OPEN,111053,46.1852,2.8873
